longitude, latitude
-105.4987161494063, 34.1870148660802
-105.5929623457797, 33.77985880738546
-104.9251419608383, 33.68784101656777
-104.4375407890248, 33.77658932524563
-104.1172306138083, 33.42270600376897
-103.5803031590792, 33.7208188272816
-103.8182475343893, 33.87491609887146
-104.1388720471544, 34.17557047323782
-104.7390281773703, 34.55615116490386
-105.4987161494063, 34.1870148660802
