longitude, latitude
-107.4207822204925, 33.62349382159242
-107.3848017066408, 33.72149753255739
-107.5652490919461, 33.77777110728552
-108.1376903286792, 33.70255637249637
-108.2950978379437, 33.51645719732503
-107.4207822204925, 33.62349382159242
