36500,0,0,0,0,0
36499.3642293672,-3.53145856293905,0,0,0,-3.53145856293905
36497.4574499559,-7.05995248540842,0,0,0,-7.05995248540842
36494.2812652299,-10.5825232795469,0,0,0,-10.5825232795469
36489.8383370692,-14.0962350305481,0,0,0,-14.0962350305481
36484.1323743828,-17.5981847402742,0,0,0,-17.5981847402742
36477.1677304414,-21.085527608617,0,0,0,-21.085527608617
36468.9478005328,-24.5555703334112,0,0,0,-24.5555703334112
36459.4803489442,-28.0054583473521,0,0,0,-28.0054583473521
36448.774495388,-31.4324010708308,0,0,0,-31.4324010708308
36436.8399760916,-34.8337206340189,0,0,0,-34.8337206340189
36423.6871437964,-38.2068518768688,0,0,0,-38.2068518768688
36409.3269677585,-41.5493423491137,0,0,0,-41.5493423491137
36393.7710337482,-44.8588523102676,0,0,0,-44.8588523102676
36377.0315440504,-48.1331547296252,0,0,0,-48.1331547296252
36359.1213174645,-51.3701352862619,0,0,0,-51.3701352862619
36340.0537893042,-54.567792369034,0,0,0,-54.567792369034
36319.8430113976,-57.7242370765785,0,0,0,-57.7242370765785
36298.5036520873,-60.8376932173129,0,0,0,-60.8376932173129
36276.0509962304,-63.9064973094359,0,0,0,-63.9064973094359
36252.5009451984,-66.9290985809266,0,0,0,-66.9290985809266
36227.870016877,-69.9040589695451,0,0,0,-69.9040589695451
36202.1753456668,-72.8300531228321,0,0,0,-72.8300531228321
36175.4346824824,-75.7058683981089,0,0,0,-75.7058683981089
36147.6663947531,-78.5304048624779,0,0,0,-78.5304048624779
36118.8894664225,-81.3026752928222,0,0,0,-81.3026752928222
36089.1234979486,-84.0218051758052,0,0,0,-84.0218051758052
36058.3887063041,-86.6870327078718,0,0,0,-86.6870327078718
36026.7061048757,-89.2977141428455,0,0,0,-89.2977141428455
35994.1013107443,-91.853521019273,0,0,0,-91.853521019273
35960.5953041501,-94.3542878948801,0,0,0,-94.3542878948801
35926.2064591463,-96.7998676647007,0,0,0,-96.7998676647007
35890.9531472809,-99.1901727124344,0,0,0,-99.1901727124344
35854.8537375962,-101.525174910447,0,0,0,-101.525174910447
35817.9265966289,-103.804905619769,0,0,0,-103.804905619769
35780.1900884104,-106.029455690097,0,0,0,-106.029455690097
35741.6625744665,-108.198975459794,0,0,0,-108.198975459794
35702.3624138173,-110.313674755888,0,0,0,-110.313674755888
35662.3079629777,-112.373822894074,0,0,0,-112.373822894074
35621.5175759567,-114.37974867871,0,0,0,-114.37974867871
35580.0096042581,-116.331840402822,0,0,0,-116.331840402822
35537.80239688,-118.230545848102,0,0,0,-118.230545848102
35494.9143003151,-120.076372284906,0,0,0,-120.076372284906
35451.3636585505,-121.869886472256,0,0,0,-121.869886472256
35407.1688130677,-123.611714657841,0,0,0,-123.611714657841
35362.3481028428,-125.302542578015,0,0,0,-125.302542578015
35316.9198643463,-126.943115457797,0,0,0,-126.943115457797
35270.9024315433,-128.534238010874,0,0,0,-128.534238010874
35224.3141358933,-130.076774439595,0,0,0,-130.076774439595
35177.1733063502,-131.571648434978,0,0,0,-131.571648434978
35129.4982693625,-133.019843176706,0,0,0,-133.019843176706
35081.307348873,-134.422401333126,0,0,0,-134.422401333126
35032.6188663193,-135.780425061253,0,0,0,-135.780425061253
34983.4511406332,-137.095076006767,0,0,0,-137.095076006767
34933.822488241,-138.367575304012,0,0,0,-138.367575304012
34883.7512230636,-139.599203576001,0,0,0,-139.599203576001
34833.2556565163,-140.791300934409,0,0,0,-140.791300934409
34782.3541964184,-141.945267913997,0,0,0,-141.945267913997
34731.0635250218,-143.062338418818,0,0,0,-143.062338418818
34679.3935694802,-144.143280516242,0,0,0,-144.143280516242
34627.3532541011,-145.18881133951,0,0,0,-145.18881133951
34574.9515389152,-146.199655041185,0,0,0,-146.199655041185
34522.1974196756,-147.176542793157,0,0,0,-147.176542793157
34469.0999278584,-148.120212786638,0,0,0,-148.120212786638
34415.6681306623,-149.031410232169,0,0,0,-149.031410232169
34361.9111310087,-149.910887359611,0,0,0,-149.910887359611
34307.8380675418,-150.759403418152,0,0,0,-150.759403418152
34253.4581146285,-151.577724676306,0,0,0,-151.577724676306
34198.7804823585,-152.366624421908,0,0,0,-152.366624421908
34143.814416544,-153.126882962123,0,0,0,-153.126882962123
34088.5691987202,-153.859287623435,0,0,0,-153.859287623435
34033.0541461449,-154.564632751657,0,0,0,-154.564632751657
33977.2786117987,-155.243719711925,0,0,0,-155.243719711925
33921.2519843849,-155.8973568887,0,0,0,-155.8973568887
33864.9836883294,-156.526359685767,0,0,0,-156.526359685767
33808.4831837811,-157.131550526238,0,0,0,-157.131550526238
33751.7599666113,-157.713758852546,0,0,0,-157.713758852546
