36500,0,0,0,0,0
36499.3642156614,-3.53161081983857,0,0,0,-3.53161081983857
36497.4572315982,-7.06116890554558,0,0,0,-7.06116890554558
36494.2801575552,-10.5866244513929,0,0,0,-10.5866244513929
36489.8348380367,-14.1059384935867,0,0,0,-14.1059384935867
36484.1238468349,-17.6170879169614,0,0,0,-17.6170879169614
36477.1502774117,-21.1180850327417,0,0,0,-21.1180850327417
36468.9169078338,-24.6070520170667,0,0,0,-24.6070520170667
36459.4289757078,-28.0819717057936,0,0,0,-28.0819717057936
36448.692613216,-31.5408507658485,0,0,0,-31.5408507658485
36436.7144627212,-34.9817567033793,0,0,0,-34.9817567033793
36423.5016767659,-38.4028178637558,0,0,0,-38.4028178637558
36409.0619180725,-41.8022234315698,0,0,0,-41.8022234315698
36393.4033595437,-45.1782234306347,0,0,0,-45.1782234306347
36376.5346842619,-48.5291287239862,0,0,0,-48.5291287239862
36358.4650854896,-51.8533110138814,0,0,0,-51.8533110138814
36339.2042666692,-55.1492028417997,0,0,0,-55.1492028417997
36318.7624414231,-58.4152975884422,0,0,0,-58.4152975884422
36297.1503335538,-61.6501494737318,0,0,0,-61.6501494737318
36274.3791770436,-64.8523735568133,0,0,0,-64.8523735568133
36250.4607160549,-68.0206457360537,0,0,0,-68.0206457360537
36225.40720493,-71.1537027490413,0,0,0,-71.1537027490413
36199.2314081913,-74.250342172587,0,0,0,-74.250342172587
36171.9466005411,-77.3094224227228,0,0,0,-77.3094224227228
36143.5665668616,-80.3298627547032,0,0,0,-80.3298627547032
36114.1056022151,-83.3106432630043,0,0,0,-83.3106432630043
36083.5785118438,-86.2508048813241,0,0,0,-86.2508048813241
36052.0006111699,-89.1494493825826,0,0,0,-89.1494493825826
36019.3883612499,-92.0057526801152,0,0,0,-92.0057526801152
35985.7749531125,-94.8193682474169,0,0,0,-94.8193682474169
35951.1818681254,-97.589951942049,0,0,0,-97.589951942049
35915.6222705983,-100.317054735376,0,0,0,-100.317054735376
35879.1094185062,-103.000266419912,0,0,0,-103.000266419912
35841.6566634898,-105.639215609321,0,0,0,-105.639215609321
35803.2774508554,-108.233569738417,0,0,0,-108.233569738417
35763.9853195747,-110.783035063164,0,0,0,-110.783035063164
35723.7939022851,-113.287356660675,0,0,0,-113.287356660675
35682.7169252896,-115.746318429213,0,0,0,-115.746318429213
35640.7682085568,-118.159743088191,0,0,0,-118.159743088191
35597.9616657206,-120.527492178172,0,0,0,-120.527492178172
35554.3113040808,-122.849466060868,0,0,0,-122.849466060868
35509.8312246026,-125.125603919141,0,0,0,-125.125603919141
35464.5356219168,-127.355883757004,0,0,0,-127.355883757004
35418.4387843197,-129.540322399618,0,0,0,-129.540322399618
35371.5550937734,-131.678975493294,0,0,0,-131.678975493294
35323.8990259054,-133.771937505495,0,0,0,-133.771937505495
35275.4851500087,-135.81934172483,0,0,0,-135.81934172483
35226.328129042,-137.821360261062,0,0,0,-137.821360261062
35176.4427196295,-139.7782040451,0,0,0,-139.7782040451
35125.8437720611,-141.690122829005,0,0,0,-141.690122829005
35074.5462302921,-143.557405185987,0,0,0,-143.557405185987
35022.5651319435,-145.380378510407,0,0,0,-145.380378510407
34969.9156083018,-147.159409017773,0,0,0,-147.159409017773
34916.6128843191,-148.894901744745,0,0,0,-148.894901744745
34862.6722786131,-150.587300549133,0,0,0,-150.587300549133
34808.1092034669,-152.237088109896,0,0,0,-152.237088109896
34752.9391648295,-153.844785927141,0,0,0,-153.844785927141
34697.1777623151,-155.410954322129,0,0,0,-155.410954322129
34640.8406892037,-156.936192437267,0,0,0,-156.936192437267
34583.9437324409,-158.421138236113,0,0,0,-158.421138236113
34526.5027726377,-159.866468503376,0,0,0,-159.866468503376
34468.5337840708,-161.272898844912,0,0,0,-161.272898844912
34410.0528346825,-162.641183687729,0,0,0,-162.641183687729
