P(mb)  HT(FT)   DRCT  SPD(KTS)  T(C)                   
 840	5311  	315	2  	17 
 835	5479  	330	2  	17 
 819	6000  	15 	3  	18 
 799	6719  	350	8  	18 
 791	7001  	340	10 	18 
 776	7536  	343	12 	18 
 763	7998  	345	14 	16 
 736	8999  	350	7  	14 
 710	10003 	321	5  	11 
 700	10390 	310	4  	10 
 659	12001 	225	7  	6  
 652	12316 	223	9  	5  
 619	13700 	212	15 	1  
 612	13999 	210	17 	1  
 588	15052 	231	18 	-1 
 586	15141 	233	18 	-1 
 581	15367 	237	18 	0  
 571	15823 	246	19 	0  
 567	16000 	250	19 	0  
 517	18402 	257	17 	-5 
 500	19258 	260	16 	-7 
 499	19311 	261	16 	-7 
 485	20000 	270	20 	-8 
 457	21551 	262	20 	-10
 400	24868 	245	19 	-19
 397	25000 	245	20 	-19
 336	29019 	253	29 	-30
 328	29580 	254	30 	-31
 322	30000 	255	31 	-32
 300	31627 	250	34 	-35
 287	32637 	246	38 	-37
 282	32998 	245	40 	-38
 250	35728 	235	40 	-45
 235	37001 	225	43 	-48
 218	38671 	233	41 	-52
 204	40000 	240	40 	-53
 200	40485 	240	38 	-54
 195	41000 	230	38 	-55
 182	42447 	230	47 	-58
 169	43969 	230	57 	-59
 162	44829 	230	63 	-61
 160	45000 	230	63 	-61
 150	46391 	240	55 	-63
 149	46525 	240	55 	-64
 138	47998 	240	53 	-64
 126	49878 	221	50 	-65
 125	50000 	220	50 	-65
 123	50360 	225	50 	-64
 119	51000 	235	51 	-64
 114	51886 	246	44 	-64
 110	52601 	256	38 	-65
 100	54494 	280	22 	-67
  92	56000 	220	14 	-69
  91	56200 	220	15 	-69
  86	57467 	220	18 	-66
  83	57998 	220	20 	-66
  76	59786 	229	12 	-68
  75	60000 	230	11 	-67
  74	60367 	224	11 	-66
  70	61463 	206	10 	-67
  68	62066 	174	9  	-63
  64	63192 	108	5  	-62
  62	63999 	60 	3  	-62
  56	66000 	110	12 	-63
  55	66112 	111	12 	-63
  53	66965 	115	16 	-61
  50	67998 	290	1  	-61
  47	69209 	334	10 	-61
  46	70000 	55 	17 	-60
  43	71000 	90 	14 	-59
  41	72001 	85 	11 	-59
  39	72998 	115	20 	-59
  34	76000 	85 	5  	-58
  33	76358 	74 	7  	-58
  32	77001 	55 	12 	-59
  31	77998 	30 	14 	-59
  30	78805 	40 	21 	-58
  28	80000 	65 	31 	-57
  27	80383 	71 	29 	-57
  22	85000 	70 	27 	-56
  21	86000 	90 	22 	-56
  20	87237 	90 	27 	-55
  17	89553 	86 	29 	-55
  16	91138 	88 	26 	-52
  15	92001 	90 	24 	-52
  14	93861 	88 	38 	-51
  13	95000 	120	33 	-52
  12	97998 	95 	22 	-51
  11	98566 	86 	24 	-51
  10	100000	65 	30 	-50
   9	103287	83 	29 	-44
   8	106286	86 	30 	-43
   7	107001	85 	30 	-43
   6	110000	100	30 	-43

TEST CASE

GFS output
