P(mb)  HT(FT)   DRCT  SPD(KTS)  T(C)                   
 840	5311  	355	6  	17 
 821	5954  	75 	5  	20 
 819	6000  	80 	5  	20 
 791	7001  	130	3  	18 
 780	7398  	158	9  	17 
 770	7759  	183	14 	18 
 763	7998  	200	17 	18 
 762	8051  	200	17 	18 
 736	8999  	205	19 	16 
 734	9101  	205	19 	16 
 700	10413 	200	15 	12 
 687	10928 	200	14 	11 
 673	11492 	200	14 	10 
 660	12001 	200	13 	9  
 613	13999 	255	4  	4  
 611	14110 	259	4  	4  
 605	14373 	268	5  	4  
 601	14553 	274	6  	4  
 592	14954 	288	7  	3  
 568	16000 	325	11 	0  
 547	17001 	325	10 	-2 
 526	17998 	10 	11 	-5 
 511	18802 	1  	12 	-7 
 500	19356 	355	12 	-8 
 497	19511 	349	12 	-8 
 487	20000 	330	11 	-10
 486	20075 	330	11 	-10
 482	20282 	330	11 	-10
 469	20971 	330	12 	-12
 468	21000 	330	12 	-12
 457	21617 	315	10 	-13
 450	22001 	305	9  	-13
 442	22447 	303	13 	-14
 428	23241 	299	19 	-16
 425	23412 	298	20 	-16
 417	23881 	296	24 	-16
 415	23999 	295	25 	-16
 412	24176 	296	26 	-16
 408	24416 	297	28 	-16
 400	24901 	300	31 	-17
 398	25000 	300	32 	-18
 380	26151 	298	30 	-21
 371	26729 	297	29 	-21
 362	27322 	295	28 	-21
 349	28198 	294	26 	-24
 323	30000 	290	23 	-28
 305	31374 	290	21 	-31
 300	31758 	290	21 	-32
 268	34337 	278	23 	-39
 259	35104 	274	23 	-40
 250	35892 	270	24 	-42
 206	40000 	270	22 	-53
 200	40682 	275	26 	-55
 187	42001 	285	29 	-59
 176	43310 	275	35 	-62
 172	43776 	261	42 	-62
 170	43999 	255	45 	-61
 163	44865 	258	48 	-62
 150	46555 	265	54 	-60
 146	47001 	260	59 	-61
 137	48398 	267	48 	-63
 135	48694 	268	45 	-62
 132	49150 	271	42 	-63
 130	49458 	272	39 	-61
 126	50000 	275	35 	-63
 121	50905 	257	23 	-65
 120	51000 	255	22 	-65
 113	52263 	240	26 	-68
 109	52975 	253	23 	-67
 106	53526 	264	21 	-68
 104	53907 	271	19 	-65
 102	54294 	278	18 	-64
 100	54691 	285	16 	-65
  88	57142 	213	15 	-66
  83	58280 	180	15 	-63
  76	60000 	130	14 	-64
  74	60698 	142	12 	-64
  70	61811 	160	9  	-63
  69	62001 	140	5  	-63
  66	62939 	123	7  	-61
  57	66000 	70 	13 	-59
  56	66204 	75 	13 	-59
  54	67001 	95 	13 	-60
  52	67591 	83 	17 	-60
  51	67998 	75 	19 	-59
  50	68667 	85 	28 	-59
  49	68999 	90 	29 	-58
  46	70000 	75 	23 	-57
  45	70439 	82 	24 	-56
  40	72998 	120	27 	-55
  38	73999 	105	21 	-55
  37	74609 	78 	22 	-54
  36	75000 	60 	22 	-55
  32	77463 	76 	25 	-56
  30	79330 	70 	25 	-54
  29	80000 	70 	25 	-53
  28	80711 	98 	22 	-53
  27	81000 	110	21 	-53
  26	82001 	75 	25 	-53
  25	82595 	81 	25 	-53
  24	83999 	95 	25 	-53
  22	85000 	100	33 	-52
  20	87001 	100	28 	-51
  19	87998 	80 	29 	-49
  18	90000 	75 	34 	-48
  16	92076 	88 	34 	-49
  14	95000 	105	33 	-45
  13	97001 	115	23 	-45
  12	97998 	100	18 	-45
  11	100000	80 	26 	-45
  10	103018	65 	37 	-45
   7	108149	65 	34 	-47

TEST CASE

GFS output
