P(mb)  HT(FT)   DRCT  SPD(KTS)  T(C)                   
 843	5311  	70 	5  	22 
 835	5583  	71 	5  	25 
 830	5757  	72 	5  	25 
 782	7460  	78 	6  	20 
 711	10134 	89 	7  	15 
 700	10567 	91 	7  	13 
 616	13999 	105	9  	3  
 610	14297 	115	8  	3  
 604	14560 	124	7  	2  
 594	15000 	140	6  	1  
 593	15045 	140	6  	1  
 588	15269 	141	6  	1  
 581	15587 	141	6  	0  
 573	15951 	142	6  	1  
 554	16837 	144	7  	0  
 550	17024 	145	7  	0  
 519	18530 	149	8  	-5 
 510	18979 	150	8  	-6 
 500	19488 	151	8  	-6 
 498	19589 	151	8  	-6 
 490	20006 	152	8  	-6 
 459	21669 	156	9  	-9 
 423	23717 	162	10 	-14
 401	25000 	165	11 	-16
 400	25098 	165	11 	-16
 398	25223 	164	11 	-16
 380	26358 	150	12 	-20
 370	27007 	142	13 	-21
 352	28211 	127	14 	-24
 346	28625 	122	14 	-24
 331	29681 	109	15 	-26
 326	30000 	105	15 	-27
 313	31000 	105	15 	-30
 310	31227 	111	14 	-31
 300	31988 	130	12 	-32
 299	32001 	135	12 	-32
 290	32762 	120	12 	-34
 275	33963 	97 	11 	-37
 250	36089 	55 	10 	-41
 240	37001 	30 	10 	-43
 235	37467 	39 	10 	-43
 217	39215 	71 	8  	-47
 212	39721 	81 	8  	-48
 200	40977 	105	7  	-51
 197	41299 	114	8  	-51
 190	42001 	135	10 	-53
 169	44494 	188	10 	-58
 150	46916 	240	10 	-63
 141	48159 	285	5  	-65
 135	48999 	315	2  	-66
 128	50000 	5  	4  	-66
 127	50239 	355	4  	-67
 114	52355 	268	7  	-71
 108	53398 	225	9  	-73
 106	53759 	249	10 	-71
 100	54888 	325	14 	-72
  94	56000 	265	1  	-70
  91	56719 	316	8  	-69
  85	57998 	45 	20 	-69
  81	58999 	165	14 	-70
  79	59333 	170	14 	-70
  76	60000 	180	14 	-69
  74	60711 	162	13 	-65
  73	61000 	155	12 	-65
  72	61256 	179	10 	-64
  70	61876 	235	6  	-65
  63	63795 	143	3  	-65
  59	65000 	85 	1  	-65
  57	66000 	80 	11 	-64
  50	68635 	100	8  	-63
  46	70000 	40 	12 	-61
  44	70908 	58 	15 	-60
  42	72001 	40 	16 	-60
  41	72572 	57 	16 	-60
  39	73589 	88 	16 	-58
  38	73999 	100	16 	-58
  37	74780 	102	15 	-58
  34	76000 	105	13 	-56
  33	77001 	85 	13 	-57
  30	78858 	104	26 	-55
  28	80000 	120	18 	-56
  27	80954 	110	20 	-56
  24	82998 	90 	23 	-53
  23	83999 	100	19 	-53
  22	84809 	92 	17 	-54
  21	86000 	65 	25 	-54
  20	87001 	90 	25 	-54
  19	88192 	79 	22 	-55
  18	88999 	70 	23 	-53
  17	90000 	75 	29 	-51
  15	92998 	75 	25 	-50
  14	93999 	90 	25 	-51
  13	95400 	88 	26 	-51
  12	97998 	85 	29 	-48
  11	98999 	120	25 	-46
  10	100643	100	19 	-47
   9	103999	110	39 	-44
   8	105000	115	25 	-42
   7	108011	106	29 	-40
   6	111000	125	35 	-39

TEST CASE

GFS output
