P(mb)  HT(FT)   DRCT  SPD(KTS)  T(C)                   
 845	5311  	305	3  	21 
 831	5787  	219	5  	23 
 824	6000  	180	6  	22 
 795	7001  	190	13 	20 
 767	7998  	210	15 	17 
 740	8999  	210	10 	15 
 700	10590 	235	7  	11 
 664	12001 	345	1  	8  
 661	12155 	352	2  	8  
 645	12818 	24 	8  	6  
 629	13497 	56 	14 	6  
 617	13999 	80 	19 	5  
 610	14320 	80 	19 	4  
 598	14849 	80 	18 	4  
 594	15000 	80 	18 	3  
 584	15482 	92 	17 	3  
 572	16000 	105	15 	2  
 568	16217 	105	15 	1  
 535	17791 	105	11 	0  
 530	17998 	105	11 	-1 
 500	19553 	105	8  	-4 
 491	20000 	100	10 	-5 
 485	20334 	106	10 	-6 
 470	21131 	120	11 	-7 
 454	22001 	135	12 	-9 
 405	24858 	173	11 	-15
 402	25000 	175	11 	-15
 401	25101 	175	12 	-15
 400	25164 	175	13 	-15
 392	25662 	181	12 	-17
 388	25915 	184	12 	-18
 386	26000 	185	12 	-18
 375	26748 	194	10 	-20
 361	27670 	206	7  	-21
 356	27998 	210	6  	-22
 346	28690 	208	9  	-24
 338	29251 	207	11 	-25
 327	30000 	205	14 	-27
 322	30400 	209	15 	-28
 314	30990 	215	17 	-30
 310	31289 	218	18 	-30
 303	31820 	223	19 	-31
 300	32001 	225	20 	-31
 299	32132 	226	18 	-31
 286	33159 	236	20 	-32
 267	34737 	252	23 	-36
 263	35000 	255	23 	-37
 252	36000 	235	23 	-39
 250	36220 	235	23 	-40
 239	37217 	237	27 	-43
 230	38061 	239	30 	-44
 222	38835 	240	34 	-46
 200	41076 	245	43 	-51
 197	41397 	247	44 	-52
 191	42001 	250	45 	-54
 180	43293 	249	39 	-56
 165	45085 	247	30 	-61
 150	47001 	245	21 	-64
 149	47148 	244	21 	-64
 135	49117 	227	16 	-67
 129	50000 	220	14 	-68
 125	50633 	223	12 	-69
 124	50790 	224	12 	-68
 121	51272 	226	11 	-69
 117	51932 	230	9  	-69
 105	54041 	240	4  	-71
 100	54986 	260	7  	-71
  89	57080 	233	9  	-73
  85	57916 	222	10 	-70
  77	60000 	195	12 	-70
  75	60347 	246	9  	-70
  73	61000 	340	3  	-69
  70	61797 	15 	10 	-66
  66	62998 	50 	19 	-66
  64	63408 	54 	16 	-66
  60	65000 	70 	3  	-65
  50	68635 	60 	12 	-62
  47	69547 	57 	13 	-61
  46	70000 	55 	14 	-62
  45	70505 	73 	15 	-62
  44	71000 	90 	15 	-61
  42	71794 	86 	18 	-59
  40	72998 	70 	19 	-59
  38	73999 	90 	19 	-59
  37	74675 	117	15 	-57
  36	75000 	130	13 	-58
  35	75698 	106	16 	-59
  34	76000 	95 	17 	-58
  33	76837 	103	16 	-57
  32	77657 	95 	16 	-57
  31	77998 	90 	16 	-56
  30	78999 	110	20 	-54
  28	80000 	95 	21 	-54
  27	81000 	110	23 	-54
  26	82001 	100	20 	-55
  24	82998 	75 	25 	-55
  23	83999 	65 	25 	-55
  22	85000 	70 	34 	-54
  20	87001 	75 	23 	-52
  19	87998 	70 	31 	-53
  18	88999 	90 	39 	-52
  17	90000 	105	34 	-53
  15	92496 	86 	23 	-50
  14	95000 	80 	29 	-49
  12	97001 	100	29 	-48
  11	98999 	65 	19 	-49
  10	101026	92 	27 	-47
   9	102998	110	28 	-46
   8	106000	100	36 	-47
   7	107998	85 	21 	-43

TEST CASE

GFS output
