P(mb)  HT(FT)   DRCT  SPD(KTS)  T(C)                   
 834	5311  	125	6  	14 
 828	5511  	141	7  	15 
 824	5646  	152	7  	16 
 813	6000  	180	9  	15 
 798	6538  	167	6  	14 
 790	6817  	160	5  	15 
 784	7001  	155	4  	15 
 757	7998  	5  	5  	14 
 752	8182  	1  	5  	14 
 729	8999  	345	6  	11 
 700	10144 	350	6  	9  
 669	11368 	288	5  	5  
 653	12001 	255	5  	4  
 636	12723 	228	6  	3  
 606	13999 	180	7  	0  
 596	14438 	201	6  	0  
 571	15557 	254	5  	-2 
 566	15787 	265	4  	-2 
 561	16000 	275	4  	-2 
 533	17349 	293	6  	-3 
 501	18943 	314	8  	-6 
 500	18996 	315	8  	-6 
 480	20000 	295	9  	-9 
 441	22168 	279	11 	-14
 409	23999 	265	12 	-18
 400	24573 	255	16 	-19
 393	25000 	240	21 	-20
 374	26204 	249	28 	-21
 361	27001 	255	33 	-23
 318	30000 	255	37 	-30
 300	31397 	255	37 	-33
 287	32408 	255	38 	-36
 256	34973 	255	42 	-42
 251	35410 	255	43 	-42
 250	35498 	255	43 	-42
 222	37998 	245	50 	-47
 215	38782 	243	48 	-49
 200	40321 	240	43 	-53
 193	41000 	235	41 	-54
 183	42181 	235	46 	-57
 176	42992 	235	50 	-57
 159	45000 	235	59 	-61
 150	46259 	245	48 	-63
 149	46394 	246	48 	-63
 144	47001 	250	47 	-64
 128	49442 	242	44 	-65
 124	50000 	240	43 	-66
 122	50396 	238	39 	-67
 118	51000 	235	32 	-67
 115	51568 	237	34 	-67
 108	52805 	242	40 	-70
 103	53723 	245	44 	-72
 100	54297 	245	41 	-71
  90	56322 	243	35 	-69
  77	59386 	241	26 	-69
  74	60000 	240	24 	-68
  73	60374 	239	24 	-67
  70	61253 	235	24 	-68
  65	62503 	228	21 	-67
  63	63120 	225	19 	-64
  58	64931 	216	15 	-64
  55	66000 	210	12 	-59
  52	67001 	190	25 	-59
  51	67637 	212	21 	-60
  50	68001 	225	19 	-57
  47	68999 	215	18 	-58
  45	69944 	262	9  	-59
  43	70964 	159	1  	-58
  42	71548 	147	3  	-55
  39	72998 	125	10 	-56
  37	73999 	150	13 	-58
  36	74402 	146	14 	-58
  35	75000 	140	16 	-55
  34	75629 	162	18 	-55
  31	77998 	150	11 	-56
  30	78192 	139	10 	-56
  28	80000 	60 	5  	-55
  25	82496 	97 	11 	-53
  24	82998 	105	12 	-53
  23	83887 	141	18 	-54
  22	85000 	125	16 	-53
  20	87001 	130	11 	-51
  19	87526 	93 	13 	-50
  18	88526 	57 	12 	-50
  17	90000 	80 	15 	-52
  16	90921 	73 	15 	-51
  15	92086 	69 	16 	-53
  14	93999 	100	16 	-51
  13	95000 	115	20 	-51
  12	96706 	82 	14 	-46
  11	98838 	75 	22 	-49
  10	101397	58 	20 	-49
   9	102696	47 	18 	-46
   8	105000	35 	9  	-46

TEST CASE

GFS output
